,0,label
4868,three peopl test posit employe americold workplac one previous report case anoth 7 case famili employe 2 americold site mt wellington auckland airport close,real
902,the indian council medic research icmr issu guidelin postlockdown phase,fake
345,tuberculosi tb higher death rate coronaviru,fake
9260,as today recoveryr covid 19 case india 7628 covid 19 covid 19 covid covid 19 covid 19 covid 19india covidupd coronaupd corona coronaviru coronavirusindia coronavirusupd coronaviruspandem httpstco 9bvhz6hm3c,real
8132,suggest flu shot respons death new york state senat,fake
7362,coronavirusupd indiafightscorona more 214 crore sampl test cumul covid 19 test per million tpm rise 15568,real
864,wide avail steroid reduc covid 19 death one third sever ill patient studi show httpstconlqnvrfgvb,fake
9777,while farcic disinform coronaviru easili dismiss medic profess patient may get suck httpstcosio 3fdstnr httpstcoempqd 7qzcu,real
5655,mississippi oklahoma seen rapid growth case mississippi rival florida highest number case per million popul httpstco 01vromo42,real
5018,jeanin ez actual presid bolivia covid 19,fake
3088,n95 mask provid best protect smoke damag airway heart httpstcoacrvnq 5une wildfir,real
4319,first case of coronaviru for famili pet dog   world health organ warn goldfish next,fake
6682,as per icmrdelhi 282511 sampl test covid 19 10 juli 2020 mohfwindia drharshvardhan drhvoffic covidindiaseva covid 19 covid 19 covid 19 coronaupd coronavirusindia coronavirusupd coronaviru covidupd httpstco 2i2n3jyhmm,real
7358,eu announc  1 trillion covid rescu fund just to piss off the brit httpstcoe 0h4mbl3ha,fake
5142,mere pass shab nahi hai neutralfaceneutralfaceneutralfac serious danger viru fake azadi coronaviru httpstco 8uhsjjxrxp,fake
7666,claim india  case growth peak earli may reduc 0 may 16 said vk paul covid 19 empow group 1 apr 24 fact 53 day sinc countrywid lockdown case risen gt3000day week httpstcohzamkzfirk,fake
2826,presssec say realdonaldtrump never downplay viru he expressli said httpstcozfgtnxmadb coronaviru woodwardtap httpstcogfma 7e4qkf,fake
2788,in januari donald trump claim coronaviru  total control  in februari said would disappear now  say  could  stop pretti easili known  donald trump knew he fail act and  pay price,fake
5102,icmr proud announc complet annual account time even covid 19 pandem the council also complet goi pilot project financi system like pfm amp tsa icmr commit shoulder duti entrust goi futur india,real
2683,ye nation coin shortag due covid 19 there sign  end paper money  httpstcofxp 7cq5lvl,fake
9288,mycoplasma pneumonia treat quinolon the first quinolon discov chloroquin mycoplasma pneumonia rare import caus transvers myeliti covid 19 httpstcot 2yq3fzo9i,fake
149,drharshvardhan dispel doubt rais failur one vaccin clinic trial say trial continu expert committe reapprais  no signific mutat sarscov 2 india   icmr activ explor salivabas test covid 19  pibindia,real
5709,we  middl global pandem trump administr prevent peopl get health care i  believ need said presid trump need reopen obamacar enrol need live stake httpstco 84lankb4al,fake
9708,auckland funer tangihanga host 100 peopl longer need regist minhealthnz from midnight tonight rest new zealand return alert level 1 alert level 1 alert level 0,real
9750, if flu shot last 35 year probabl test posit  covid 19,fake
7552,peterwa 9755947 7 banjelop worth note that probabl somewhat due oklahoma lack report neg test anybodi state lab mani state boat almost report comprehens ok realli,real
1311,loudspeakercoronavirusupd roundpushpincovid 19 india tracker as 9 septemb 2020 0800 am rightarrowconfirm case 4370128 rightarrowrecov 3398844 778thumbsup rightarrowact case 897394 205 rightarrowdeath 73890 17 indiafightscorona indiawillwin staysaf via mohfwindia httpstcozyv 5asylqa,real
4849,the govern chang rule around selfisol move forc peopl stay home coronaviru httpstcorzfiemnbix,real
5392,rt mohfwindia coronavirusupd 5 state contribut 60 total covid 19 case 62 activ case 70 total fatal repo ,real
9000,new local restrict introduc northeast england includ curfew bar pub ban peopl mix other outsid household httpstcotxgxq 6azbo,real
3706,nashvil man look coronaviru eye admittedli flinch httpstconn 2ajkamsi war coronaviru nashvil vegan viru,fake
9489,hous worship account crisi over relief packag httpstcoi 6kojdfvpn donaldtrump tax coronaviru church greed,fake
2061,health ministri issu contain surveil manual supervisor contain zone httpstcoddiqujsvii pmoindia drharshvardhan ashwinikchoubey pibindia mygovindia mibindia covidindiaseva covidnewsbymib,real
5425,asian flu hong kong flu swine flu bird flu kill peopl coronaviru today and govern never shut anyth,fake
771,doctor pune die coronaviru cremat muslim pune,fake
6563,peopl treat rajasthan first indian state get affect covid 19 given antimalari drug it advis peopl dose 400 mg tablet twice thrice week,fake
3570,a video show new hospit coronaviru patient china,fake
5175,although children larg spare mani sever health effect viru suffer waysdrtedro covid 19,real
6399,with commun transmiss high time favipravir fabiflu prescrib avail first line treatment suspect case thi reduc viral load go long way reduc case load covid centr hospit,fake
5031,ncaa search new way exploit student athlet cancel march mad covid 19 marchmad httpstcooygsomocof httpstcomslndpusww,fake
5341,spanish educ minist isabel cela wore purpl latex glove women day demonstr afraid coronaviru,fake
8113,as coronaviru led layoff strip worker employersponsor health insur top republican actual encourag peopl sign plan avail marketplac set obamacar httpstcovnx 5qxmqjw httpstcoxb 8sk1bonk,fake
10562,rt nsitharamanoffc the govern septemb 10 2020 releas rs 619508 crore 14 state sixth equat monthli instal ,real
5072,kentucki derbi run without jockey churchil down race track septemb 5 covid 1  httpstcotgcj 819wpu kentuckyderbi,fake
9995,44india calibr test strategi formul amp deploy test platform differ level eas test major arsen fight covid 19 icmr commit work toward ensur covid 19 test access everyon countri,real
8297,final india got coronaviru dashboard thi offici websit coronaviru updat thi websit updat everi four hour scroll detail know coronaviru outbreak state place finger state map,fake
1802,yesterday laboratori process 2125 test bring total number test complet date 496606 there 1134 swab taken manag isol quarantin facil yesterday,real
8745,the claim state india top busi conglomer tata group chairman ratan tata said time think profit think surviv,fake
5343,675 new case covid 19nigeria lago 288 oyo 76 river 56 delta 31 ebonyi 30 gomb 28 ondo 20 kaduna 20 kwara 20 ogun 17 fct 16 edo 13 abia 10 nasarawa 9 imo 9 bayelsa 8 borno 8 katsina 8 sokoto 3 bauchi 3 plateau 2 20919 confirm 7109 discharg 525 death httpstco 7nawzgbiyi,real
5515,coronaviru pandem hoax control gener public fake,fake
9319,say asian hong kong swine bird flu kill peopl coronaviru ,fake
1775,presid trump ban chines fortun cooki the white hous httpstcoldwhpsuomw donaldtrump china coronaviru missil,fake
4764,ryanair to introduc covid 19 prioriti queue on all flight httpstcosoxssgdj 4d,fake
1885,rt pibindia coronawatch blackmediumsmallsquar 2702742 total confirm case blackmediumsmallsquar 1977779 case curedrecov blackmediumsmallsquar 3094126 4 sampl test here ,real
8676,drink tea hot water kill viru lemon slice warm water may save life recommend keep money seal plastic bag conspiraci theori suggest china benefit pandem vinegar good clean hand,fake
7163,rt cdcemerg wear cloth face cover correctli help prevent spread covid 19 other when go essenti ,real
1603,as 1155pm 27th march 81 confirm case 3 discharg 1 death for breakdown case state real time pleas see httpstcozqrpneofet current lago 52 fct 14 ogun 3 ekiti 1 oyo 3 edo 2 bauchi 2 osun 1 river 1 enugu 2 covid 19nigeria,real
2401,over half household addit infect covid 19 introduc household member find cdc studi learn httpstcopn 20dpfd22 httpstcojofuzg 4vfx,real
5630,50year old canadian music award show the juno cancel becaus of coronaviru fear   99 canadian ask what juno,fake
9668,video claim covid 19 bacteria treat antibiot,fake
1158,no respons govern nurs staff civil hospit regard safeti secur due peopl telangana suffer season cold cough fever worri go hospit due covid 19 telangana govern think situat solv problem soon possibl kcrfailedtelangana bangarutelangana,fake
7524,axel kicillof governor provinc bueno air 80 day first case argentina 10000 case chile 60 thousand brazil 200 thousand,fake
8571,a photo show 19yearold vaccin canin coronaviru could use prevent new coronaviru caus covid 19,fake
4304,as today recoveryr 6286 doublingr 204 day base 7 day trajectori mohfwindia drharshvardhan drhvoffic covidindiaseva covid 19 covid 19 covid 19 coronaupd coronavirusindia coronavirusupd coronaviru covidupd,real
745,white hous grant covid 19 a green card visa httpstcojr 4gilivec,fake
1318,kenyan elector commiss iebc hint postpon 2022 gener elect,fake
8026,the viru start spread exponenti way the pm say iron law geometr progress shout us graph risk mani death mani famili lose love one time follow live httpstcoxxpdhfg 0hg httpstcoo 1xvuwwvfq,real
5030,govt clarifi pradhan mantri suraksha bima yojana pmsbi doesnt cover covid 19 relat death pib said pradhan mantri jeevan jyoti bima yojana pmjjbi cover covid death certain condit httpstco 5aicxapng,fake
1688,report outbreak idioci spread 10000 time faster coronaviru coronoviru httpstcoyapqkvdncj httpstcodbv 5bhqcp8,fake
6401,the 64 member facil join 92 low middleincom economi elig support procur vaccin gavi covax advanc market commit financ instrument aim support procur vaccin countri httpstcolejsqx 1goi,real
7418,in fact 3 4 us censu region  midwest south west  see clear case increas httpstcofqd 3wbpvj,real
8679,a tweet presid donald trump say us issu financi assist individu deal coronaviru pandem go social media histori last 4 year search post notmyp,fake
599,almost 10 million covid 19 case twothird case global 10 countri almost half case report far three countriesdrtedro,real
7605,the bossl famili circu hit especi hard pandem strand netherland sinc march read impact pandem circu perform washingtonpost httpstcoqpjm 4nhojl,real
2341,the second case man 70 arriv nz new delhi 20 june he stay commodor hotel christchurch he test posit covid 19 follow routin test around day 3  ,real
7682,barack obama first expresid ever speak successor ,fake
4329,kowheori 19 covid 19 updat there new case covid 19 report new zealand today,real
10083,nsw australia covid 19 posit chines woman caught camera spit banana suburban supermarket is isol incid chines nation communist parti loyalist paid instruct govern httpstcopw 8fnv3bdd,fake
2949,global coronaviru death exceed 800000 httpstcoztr 5ssmqli,fake
10039,italian doctor say coronaviru bacteria,fake
1682,there three addit previous report case consid recov covid 19 our total number activ case 62 28 import case miq facil 34 commun case our total number confirm case covid 19 1468,real
1110,our daili updat publish we  track 416 million test 152k yesterday bit april averag the test plateau continu note track test state report for detail see httpstcopzrmh 4bl5i httpstcogr 1d3oipco,real
